size_bytes	modified_epoch	path
209651672	1765393215	/Users/chetanpatil/Desktop/test/lab/infected/ecw-BT/wikipedia/wiki_extractor_src/extracted/AA/wiki_97
209709270	1765389014	/Users/chetanpatil/Desktop/test/lab/infected/ecw-BT/wikipedia/wiki_extractor_src/extracted/AA/wiki_63
209714013	1765389126	/Users/chetanpatil/Desktop/test/lab/infected/ecw-BT/wikipedia/wiki_extractor_src/extracted/AA/wiki_64
209713917	1765392341	/Users/chetanpatil/Desktop/test/lab/infected/ecw-BT/wikipedia/wiki_extractor_src/extracted/AA/wiki_90
209711185	1765387747	/Users/chetanpatil/Desktop/test/lab/infected/ecw-BT/wikipedia/wiki_extractor_src/extracted/AA/wiki_52
209712054	1765388111	/Users/chetanpatil/Desktop/test/lab/infected/ecw-BT/wikipedia/wiki_extractor_src/extracted/AA/wiki_55
209705890	1765384081	/Users/chetanpatil/Desktop/test/lab/infected/ecw-BT/wikipedia/wiki_extractor_src/extracted/AA/wiki_01
209714857	1765386371	/Users/chetanpatil/Desktop/test/lab/infected/ecw-BT/wikipedia/wiki_extractor_src/extracted/AA/wiki_39
209696630	1765384242	/Users/chetanpatil/Desktop/test/lab/infected/ecw-BT/wikipedia/wiki_extractor_src/extracted/AA/wiki_06
209713109	1765385596	/Users/chetanpatil/Desktop/test/lab/infected/ecw-BT/wikipedia/wiki_extractor_src/extracted/AA/wiki_30
209700068	1765384316	/Users/chetanpatil/Desktop/test/lab/infected/ecw-BT/wikipedia/wiki_extractor_src/extracted/AA/wiki_08
209712770	1765386178	/Users/chetanpatil/Desktop/test/lab/infected/ecw-BT/wikipedia/wiki_extractor_src/extracted/AA/wiki_37
47158211	1765454933	/Users/chetanpatil/Desktop/test/lab/infected/ecw-BT/data/mass_table.json
17525620	1770443748	/Users/chetanpatil/Desktop/test/lab/infected/realcore/learn/rule30/PHASE11/results/global_reconstructor_n6_w32.pkl
120960128	1770443748	/Users/chetanpatil/Desktop/test/lab/infected/realcore/learn/rule30/PHASE11/results/patch_x_63d.npy
22052783	1770443748	/Users/chetanpatil/Desktop/test/lab/infected/realcore/learn/rule30/PHASE11/results/n8_perfect_decoder.pkl
25200128	1770443748	/Users/chetanpatil/Desktop/test/lab/infected/realcore/learn/rule30/PHASE11/results/global_x_63d.npy
17716624	1770443746	/Users/chetanpatil/Desktop/test/lab/infected/realcore/learn/rule30/PHASE10/results/nonlinear_dynamics_raw_n6.pkl
10080128	1770443749	/Users/chetanpatil/Desktop/test/lab/infected/realcore/learn/rule30/PHASE9/results/trajectory_free_n6.npy
104000128	1770443749	/Users/chetanpatil/Desktop/test/lab/infected/realcore/learn/rule30/PHASE9/results/trajectory_full_n6_large.npy
20800128	1770443749	/Users/chetanpatil/Desktop/test/lab/infected/realcore/learn/rule30/PHASE9/results/trajectory_full_n6.npy
